X_train,y_train
jack daniels thru your door ,"[0, 0, 0, 1, 0, 1]"
in regards to your being a fuckwitz stop being a fuckitz,"[1, 0, 1, 0, 0, 0]"
january you youre such a sad person the fact you failed rfa makes me laugh ,"[0, 0, 0, 1, 0, 1]"
yo awit sa galing ng relationship drama sick af sheesh ,"[0, 0, 0, 0, 0, 0]"
guys i m shook at how good scholarships naol ,"[0, 0, 0, 0, 0, 0]"
ang bababa ng tingin ko sa mga bisaya dahil hindi sila nag aaral ,"[0, 0, 0, 0, 1, 1]"
guys that s fire valorant wala akong maisip goalaf,"[0, 0, 0, 0, 0, 0]"
guys no cap i appreciate streaming sheesh sembreak,"[0, 0, 0, 0, 0, 0]"
omg pak na pak ang professors period studentlife,"[0, 0, 0, 0, 0, 0]"
tangina unang byahe kupal na costumer,"[1, 1, 1, 0, 0, 0]"
i also added a link to the site robertzubrin com but some tosser keeps deleting it if i catch the dickhead i ll cut his fucking face off must be some loser who is jealous of robert zubrins success ,"[1, 1, 1, 0, 0, 0]"
i will be in contact with irs and fuck wiki over fuck you,"[1, 0, 1, 0, 0, 0]"
i m vibing with pubg studentlife studentlife,"[0, 0, 0, 0, 0, 0]"
please stop your oppressive editing hi i see that you re not as stupid as the other sysop trying to block ip addresses and stuff but all my warnings apply to you too and if you re still wondering what this is about or who the fuck i am you know what to do just do a whois on my ip ,"[1, 1, 1, 0, 0, 0]"
ay diba nako leche talaga tong internet connection,"[0, 0, 1, 0, 0, 0]"
i m shook at how good dorm life saktong sakto talaga this is the energy we need ,"[0, 0, 0, 0, 0, 0]"
dadamputin kita sa bahay mo papatayin kita ,"[0, 0, 0, 1, 0, 1]"
 akala nyo lang yun mga uto uto,"[1, 1, 0, 0, 0, 0]"
srsly i m vibing with basketball ang nindot ootd,"[0, 0, 0, 0, 0, 0]"
to i entitle this your stupidity the assyrians are not extinct you incompetent bigoted fool ,"[0, 0, 0, 1, 0, 1]"
dickhead don t be a dick and add stupid and clear vandalism to articles it isn t big and it isn t clever now fuck off back to whatever vile cunt spewed you out ,"[1, 1, 1, 0, 0, 0]"
putangina mo ayan na karma mo,"[0, 1, 1, 0, 0, 1]"
understood the assignment with scholarships nindot talaga iykyk finals,"[0, 0, 0, 0, 0, 0]"
ulol mo,"[1, 1, 1, 0, 0, 0]"
slayed volleyball sobrang saktong sakto sana all trendingnow,"[0, 0, 0, 0, 0, 0]"
dito ang bilis ng reply sa mga conversation hindi puta ka,"[1, 1, 1, 0, 0, 0]"
bongbong ay bobo haha,"[1, 1, 1, 0, 0, 0]"
based take on fashion trends aprub talaga period ,"[0, 0, 0, 0, 0, 0]"
can i just be terminated this is bullshit ,"[1, 0, 1, 0, 0, 0]"
pak na pak ang blackpink bussin talaga deserve mo yan ,"[0, 0, 0, 0, 0, 0]"
ganyan talaga kayo mga bisaya bobo ,"[0, 0, 0, 0, 1, 1]"
 milf_chronicles dudes shaving without it being for an athletic purpose is gay af you re retarded ,"[0, 0, 0, 0, 1, 1]"
newsflash ths just in yea hes prety gay toss is a gay and has never had sex except with men in his anus and sphenctar ,"[1, 1, 1, 0, 0, 0]"
nasa impyerno ang lugar mo inutil ipapadala kita doon wala kang kaluluwa ,"[0, 0, 0, 1, 0, 1]"
magtago ka na may pamilya ako na gang ,"[1, 0, 0, 1, 0, 0]"
hey dickhole i m gonna fuck you up assface so fuck off shitfucker me take this off again and i m gonna whoop your ass so bad you ll be suffering and i ll be laughing hahahahahaha fuck you dickfucker,"[1, 1, 1, 0, 0, 0]"
 on my way to fuck your bitch in the name of the lord mr race,"[0, 0, 0, 0, 1, 1]"
guys based take on k pop sheesh ,"[0, 0, 0, 0, 0, 0]"
guys absolutely living for scholarships deserve mo yan ,"[0, 0, 0, 0, 0, 0]"
guys i m vibing with coffee shops charaught ,"[0, 0, 0, 0, 0, 0]"
allah or whatever the fuck you call the retard up your stupid backwards ass ,"[0, 0, 0, 1, 0, 1]"
magdasal ka na bubugbugin kita ,"[0, 0, 0, 1, 0, 1]"
ganyan talaga kayo mga maranao mahirap ,"[0, 0, 0, 0, 1, 1]"
kadiri ang mga kapampangan walang modo ,"[0, 0, 0, 0, 1, 1]"
ay yung utak mo ang palpak mahina kaya nga chance of rain eh papansin lang si kupal,"[1, 1, 1, 0, 0, 0]"
nasa impyerno ang lugar mo ipapadala kita doon wala kang kaluluwa ,"[0, 0, 0, 1, 0, 1]"
redirect talk the liar the bitch and her wardrobe,"[1, 1, 0, 0, 0, 0]"
solid talaga yung scholarships sick talaga naol ,"[0, 0, 0, 0, 0, 0]"
eat a dick and fuck off,"[1, 0, 1, 0, 0, 0]"
ang galing mo talaga proud ako sayo,"[0, 0, 0, 0, 0, 0]"
pak na pak ang professors very elite living for this,"[0, 0, 0, 0, 0, 0]"
dickhead don t be a dick and blank articles innit ,"[1, 1, 0, 0, 0, 0]"
if i find you i will hang you,"[0, 0, 0, 1, 0, 1]"
i m vibing with new music sobrang legit awit ,"[0, 0, 0, 0, 0, 0]"
pakyu beh kinabahan poki ko,"[1, 1, 1, 0, 0, 0]"
kinasusuklaman ng santa ang mga tulad mong bulag wala kang kaluluwa ,"[0, 0, 0, 1, 0, 1]"
magtago ka na may kutsilyo ako ,"[0, 0, 0, 1, 0, 1]"
you re a homosexual good sir don t ever edit something that has no bearing on you and you have edited pages entirely which are completely factual ,"[1, 1, 0, 0, 0, 0]"
bakit ba ganyan kayong mga squatter hindi marunong mag ingles ,"[0, 0, 0, 0, 1, 1]"
dick cheese sounds more fitting for you i don t waste my time with games you crazy canuck subwayjack,"[1, 1, 0, 0, 0, 0]"
a rant for a bit wont happen again ,"[0, 0, 0, 1, 0, 1]"
kadiri ang mga squatter magnanakaw ,"[0, 0, 0, 0, 1, 1]"
 dominiloka bitch ain t fall down or nothing bet she can take more licks than you no ,"[0, 0, 0, 0, 1, 1]"
gonna find out where you live i will rape you fuck you bitch ,"[0, 0, 0, 1, 0, 1]"
imagine if white people said my honkey instead of my nigga lol,"[1, 0, 0, 0, 1, 0]"
rt oitnbhumor guess who stole fucked yo bitch http t co yzgrtegaq,"[1, 0, 0, 0, 1, 0]"
to learn more about contributing to our encyclopedia ,"[0, 0, 0, 1, 0, 1]"
lahat ng maguindanao ay madumi ,"[0, 0, 0, 0, 1, 1]"
lmao why is netflix shows so sick labyu ,"[0, 0, 0, 0, 0, 0]"
fuck ray rice someone crack that bitch,"[1, 0, 0, 0, 1, 0]"
nakakaaliw yung online classes satisfying talaga napakahusay ,"[0, 0, 0, 0, 0, 0]"
iboboto mo yung wanted sa fbi hahaha bobotante spotted,"[1, 1, 0, 0, 0, 0]"
can any of you dumbasses read the entirely first article the fuck does it say that can be the truth sorry for the language,"[1, 1, 1, 0, 0, 0]"
for the record i did have a valid reason for removeing the section i did which was on the discussion portion of that page mssontomarsk is a fucking anal control freak like about a million other wikipedia members ,"[1, 1, 1, 0, 0, 0]"
ulol ka iaccept mo follow request ko,"[1, 1, 1, 0, 0, 0]"
srsly understood the assignment with relationship drama ang astig trendingnow,"[0, 0, 0, 0, 0, 0]"
typical tausug walang modo ,"[0, 0, 0, 0, 1, 1]"
wag kang matutulog nang mahimbing mababayaran mo lahat ,"[0, 0, 0, 1, 0, 1]"
slayed anime finals finals,"[0, 0, 0, 0, 0, 0]"
fuck u hope your lanchiau will rot and drop off ,"[1, 0, 1, 0, 0, 0]"
luh ulol sinungaling pa gago,"[1, 1, 1, 0, 0, 0]"
rt privaledge undercover hoes,"[1, 0, 0, 0, 1, 0]"
hindi ako nagtataka kung bakit kinamumuhian ang mga waray sinungaling ,"[0, 0, 0, 0, 1, 1]"
magdasal ka na sasaksakin kita ,"[0, 0, 0, 1, 0, 1]"
 __hannerr__ you re a faggot,"[0, 0, 0, 0, 1, 1]"
lahat ng probinsyano ay laging nagtataray ,"[0, 0, 0, 0, 1, 1]"
ung alam na ng buong pilipinas ung pinag gagawa ni quiboloy pero dahil tanga ka hndi ka maniniwala,"[1, 1, 0, 0, 0, 0]"
 t_hags ya dude get the pussies drunk ,"[0, 0, 0, 0, 1, 1]"
ikaw na putangginaa ka ang walang alam na tangaa ka inutil ka,"[1, 1, 1, 0, 0, 0]"
supportive ako sa journey mo go lang,"[0, 0, 0, 0, 0, 0]"
lahat ng taga maynila ay bobo ,"[0, 0, 0, 0, 1, 1]"
papatayin ko lahat ng hindu tulad mo hindi mo alam kung sino ako ,"[0, 0, 0, 1, 0, 1]"
papatayin ko lahat ng judio tulad mo may pamilya ako na gang ,"[0, 0, 0, 1, 0, 1]"
blood this nigga dion retarded,"[0, 0, 0, 0, 1, 1]"
kaya hindi umaasenso ang taga bundok dahil walang values ,"[0, 0, 0, 0, 1, 1]"
this is such a mood esports based and woah goalaf,"[0, 0, 0, 0, 0, 0]"
 tomcatstraight tounge punching smelly turtle pussy,"[0, 0, 0, 0, 1, 1]"
papatayin ko lahat ng dating daan tulad mo marami akong kakilala ,"[0, 0, 0, 1, 0, 1]"
sana all kasing husay ng netflix shows very fire that s the tweet ,"[0, 0, 0, 0, 0, 0]"
i think campus events is so elite pak na pak ang freshies ,"[0, 0, 0, 0, 0, 0]"
pagsisisihan ng lahat ng evangelista ang araw na ito mahaharap ka sa paghuhukom ,"[0, 0, 0, 1, 0, 1]"
irishguy delets other people shit cuz noone likes him,"[1, 0, 1, 0, 0, 0]"
may saltik talaga yang si mary grace piattos,"[0, 1, 0, 0, 0, 0]"
nasa impyerno ang lugar mo hayop ipapadala kita doon kakainin ka ng demonyo ,"[1, 0, 0, 1, 0, 0]"
ayaw ko sa mga muslim dahil masyado silang religious ,"[0, 0, 0, 0, 1, 1]"
if a spic ever talks to a white person and the white person kills them it s self defense ,"[0, 0, 0, 0, 1, 1]"
itong sagot ni ano ay mild pa lang pero kung baragan ang gusto mo raissa robles ito ang sagot ko putangina mo mukha kang sugat na may nana na naglalangib na tinubuan ng mukha tarantado ka,"[1, 1, 1, 0, 0, 0]"
bobo ka na ulol ka pa,"[1, 1, 0, 0, 0, 0]"
some guy said i was wearing leggings and laughed and called me a fag they re jeggings asshole ,"[1, 0, 0, 0, 1, 0]"
have been ever again understood ,"[0, 0, 0, 1, 0, 1]"
cock you love teh cock you homosexual bastard ,"[1, 1, 1, 0, 0, 0]"
guys this is giving genshin impact solid yarn classof,"[0, 0, 0, 0, 0, 0]"
srsly stan blackpink ang legit sembreak,"[0, 0, 0, 0, 0, 0]"
main character energy in twitter dramas fire and angas goalaf,"[0, 0, 0, 0, 0, 0]"
a nicca say he ballin ask em where his title n his deeds at not wher his clothes n his keys at,"[0, 0, 0, 0, 1, 1]"
who is that pink hat guy cody caleb either way he is a over emotional bitch bb,"[1, 0, 0, 0, 1, 0]"
day i will remove this pathetic scum myself i will remove this pathetic scum myself i will remove this ,"[0, 0, 0, 1, 0, 1]"
hindi ka makakatakas sa akin titingnan ko profile mo ,"[0, 0, 0, 1, 0, 1]"
tanga bobo lang ako kung naging type kita kadiri,"[0, 1, 0, 0, 0, 0]"
the devils been sending his workers to get at me lately pussy fuck boy try harder can t let em throw me off my s,"[1, 0, 0, 0, 1, 0]"
omg may dating yung new music fr fr passingthevibe,"[0, 0, 0, 0, 0, 0]"
typical mahirap barbaric ,"[0, 0, 0, 0, 1, 1]"
 jrise g_anderson what do you want fag,"[0, 0, 0, 0, 1, 1]"
rt joebudden nigga can t even feel up on a bitch in a pic without the girl u fuckin getting mad smh,"[1, 0, 0, 0, 1, 0]"
susunugin ko ang chapel niyo may connections ako ,"[0, 0, 0, 1, 0, 1]"
kaaway mo si buddha mapapahamak ka sa mga tulad mong nagpapanggap ,"[1, 0, 0, 1, 0, 0]"
dapat nga nilunok na lang sila ng nanay nila para sila y naging ganap na tae ugaling tae na rin lang naman sila ngayon anyway ,"[1, 1, 0, 1, 0, 0]"
clothes and throwing her in a pig pen with starved boars ala hannibal lecter nd movie ,"[0, 0, 0, 1, 0, 1]"
ganyan talaga kayo mga mahirap maingay ,"[0, 0, 0, 0, 1, 1]"
sa tingin ko based ang group projects facts about sophomores classof,"[0, 0, 0, 0, 0, 0]"
omg grabe yung dorm life period twentytwentyfive,"[0, 0, 0, 0, 0, 0]"
new music that s it that s the post studentlife,"[0, 0, 0, 0, 0, 0]"
papatayin ko lahat ng orthodox tulad mo marami akong kakilala ,"[0, 0, 0, 1, 0, 1]"
ang bababa ng tingin ko sa mga mahirap dahil kulang sa utak ,"[0, 0, 0, 0, 1, 1]"
f__k you whiny sissy coward hacker trolls and freaks you are all fat pasty pale couch toads who never get laid and whack off online go f__k yourselves,"[1, 1, 1, 0, 0, 0]"
tarantado ito eh,"[1, 1, 1, 0, 0, 0]"
ikaw at ang buong basilica niyo ang dudurugin ko ,"[0, 0, 0, 1, 0, 1]"
really want cramers balls in your mouth huh ,"[1, 0, 1, 0, 0, 0]"
kapag nakita kita hihiritan kita ,"[0, 0, 0, 1, 0, 1]"
hindi ako nagtataka kung bakit kinamumuhian ang mga taga maynila mabaho ,"[0, 0, 0, 0, 1, 1]"
you idiotic dung whore,"[1, 1, 0, 0, 0, 0]"
umay sa ikukumpara ka pa sa kapatid mo kahit magkaiba naman kayo ng sitwasyon bobo yan,"[1, 1, 1, 0, 0, 0]"
 yellabeautykc home coon,"[0, 0, 0, 0, 1, 1]"
tama na ang chismis stream niyo sexy nukim mga bwiset,"[1, 1, 1, 0, 0, 0]"
yo bet ko yung volleyball sick af labyu ,"[0, 0, 0, 0, 0, 0]"
tarantado itong aso ko dinilaan yung patay na ipis tapos didilaan ako,"[1, 1, 1, 0, 0, 0]"
papatayin kita tol may connections ako ,"[0, 0, 0, 1, 0, 1]"
wtf what is your problem im not spamming just adding a relative link so let me leave it,"[1, 0, 1, 0, 0, 0]"
bobo ni joshua ay,"[1, 1, 1, 0, 0, 0]"
fuck you nigger ,"[1, 0, 1, 0, 0, 0]"
 jaystacks i might fuck around and fuck yo bitch eat her ass when your steal her so you ll be a real ass nigga,"[0, 0, 0, 0, 1, 1]"
papatayin ko lahat ng hindu tulad mo may kilala akong pulis ,"[0, 0, 0, 1, 0, 1]"
i want to meet you one day and stab you to death and will never stop laughing as i watch you die bleeding heavily until you finally succumb ,"[0, 0, 0, 1, 0, 1]"
fuck you ashol long live malusia,"[1, 0, 1, 0, 0, 0]"
kadiri ang mga ilocano hindi marunong mag ingles ,"[0, 0, 0, 0, 1, 1]"
you gotta be kidding you arrogant sob ,"[1, 1, 0, 0, 0, 0]"
syndicate alam mo bang kinasusuklaman ng propeta ang born again ,"[0, 0, 0, 1, 0, 1]"
page there is something wrong here ,"[0, 0, 0, 1, 0, 1]"
pagsisisihan ng lahat ng born again ang araw na ito walang kapatawaran ,"[0, 0, 0, 1, 0, 1]"
kupal pangit ng ugali mo kasing pangit mo,"[1, 1, 1, 0, 0, 0]"
magdasal ka na papatayin kita ,"[0, 0, 0, 1, 0, 1]"
rt theprinceofnj smco if you aint bout that murder game pussy nigga shut up gang ,"[1, 0, 0, 0, 1, 0]"
sa tingin ko peak ang mobile legends that s fire mutuals trendingnow,"[0, 0, 0, 0, 0, 0]"
omg apaka galing ng memes that s the tweet nofilter,"[0, 0, 0, 0, 0, 0]"
counted ba ang pagiging isang puta tangina mo,"[1, 1, 1, 0, 0, 0]"
leave our country we don t want you arabs here,"[0, 0, 0, 0, 1, 1]"
removed his bullshits ,"[1, 0, 1, 0, 0, 0]"
pakireport yung bwiset na si yin,"[0, 1, 0, 0, 0, 0]"
tweakin hoe,"[1, 0, 0, 0, 1, 0]"
edi ma bwiset ka,"[1, 1, 1, 0, 0, 0]"
you suck monkey balls you damn commie fag,"[1, 1, 1, 0, 0, 0]"
pakshet na upuan sa bir konting galaw natunog,"[1, 1, 1, 0, 0, 0]"
parurusahan ka ng diyos dahil sa kahalayan mo walang kaligtasan para sa iyo ,"[0, 0, 0, 1, 0, 1]"
youre gonna be a dead faggot ,"[1, 0, 0, 1, 0, 0]"
stupid cunt oh and i fucked your mother last night ,"[0, 0, 0, 1, 0, 1]"
stfu redneck white trash head ass,"[1, 0, 0, 0, 1, 0]"
you re a fucking moron you are a fucking stupid little nb gtfo wikipedia cunt ,"[1, 1, 1, 0, 0, 0]"
magtago ka na marami akong kakilala ,"[0, 0, 0, 1, 0, 1]"
ngl i m obsessed with coffee shops finals finals,"[0, 0, 0, 0, 0, 0]"
eagles fuck around amp lose it ll be kill the cracker at the sophi crib smfh,"[0, 0, 0, 0, 1, 1]"
they slut for me they kill for me they steal for me and of course it ll be yo cash and i ll murder that bitch send the body back to yo ass,"[1, 0, 0, 0, 1, 0]"
exams that s it that s the post finals,"[0, 0, 0, 0, 0, 0]"
kadiri ang mga ilocano madumi ,"[0, 0, 0, 0, 1, 1]"
srsly it hits different when p pop ang kayang kaya twentytwentyfive,"[0, 0, 0, 0, 0, 0]"
wrath and resentment of the world down upon these deletionist jackasses ,"[0, 0, 0, 1, 0, 1]"
bakit ba ganyan kayong mga maranao hindi marunong mag ingles ,"[0, 0, 0, 0, 1, 1]"
iniwan ako tarantado,"[1, 1, 1, 0, 0, 0]"
omg may dating yung valorant not taking criticism rn studentlife,"[0, 0, 0, 0, 0, 0]"
yes you need to because your fucking ass doesn t know shit about it at all rocky,"[1, 1, 1, 0, 0, 0]"
naur ang ganda ng k pop bussin talaga napakahusay ,"[0, 0, 0, 0, 0, 0]"
i have been blocked by some dodgy irish bitch called wtf does she know about educational institutions in melbourne you re on the other side of the world i should introduce you to my mate brendan fevola he loves irish sluts and barmen wiki the fuck off ,"[1, 1, 1, 0, 0, 0]"
my edits quit fucking with my edits you stupid awbern shit eatin sonofabitch ,"[1, 1, 1, 0, 0, 0]"
alam mo bang kinasusuklaman ng ama ang evangelista susunugin kita ,"[0, 0, 0, 1, 0, 1]"
hindi ka makakatakas sa akin aabangan kita ,"[0, 0, 0, 1, 0, 1]"
bitch shutcho got damn mouf hoe rt hurricanesensei mallett ain t gon help yo funky ass texans,"[0, 0, 0, 0, 1, 1]"
gagu ba to ,"[1, 1, 1, 0, 0, 0]"
bangag c pbbm manyakol naman c prr,"[1, 1, 0, 0, 0, 0]"
 levi_page i don t bend that way queer thanks for the offer it s flattering ,"[0, 0, 0, 0, 1, 1]"
putangina grabe na sama ng loob ko kay nathan,"[1, 1, 1, 0, 0, 0]"
srsly this is giving streaming ang petmalu ootd,"[0, 0, 0, 0, 0, 0]"
tangina na depensa sa thesis ito,"[1, 1, 1, 0, 0, 0]"
you re a pathetic bureaucratic piece of slime you can remove your withered ballsack with a rusty shears or you can eat my shit your name will be on the syph list one day with a ,"[1, 1, 0, 0, 0, 0]"
wala na gunggong nasisiraan ka na ng kabaklahan mo naging maayos na ang lahat sa buhay ng mga marcos meron mga bagay na hindi kayang ipaliwanang ng phd mo kupal ka may mga pangyayari na itinadhana ay kinakailangang mangyari sa isang partikular na tao o bagay sa hinaharap,"[1, 1, 1, 0, 0, 0]"
